ID,Nome,Titulo,Descricao,Data Inicial,Data Final,Parcelas Pagas,Parcelas,Valor,Status
4863,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2008-06-09,1933-06-19,5,12,173.65,true
8536,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1916-11-02,1920-06-02,5,12,304.76,false
6741,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1975-11-25,1956-05-14,5,12,1002.51,false
4374,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1996-09-06,1991-04-14,5,12,456.86,true
5018,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1982-02-10,1925-06-27,5,12,964.32,false
4497,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1941-07-20,1982-03-19,5,12,982.78,false
9202,Eduardo,Grão de Arroz,Ele comprou grão por grão,1906-09-25,1947-11-20,5,12,219.18,false
4522,Eduardo,Grão de Arroz,Ele comprou grão por grão,1971-08-08,1931-08-22,5,12,385.93,false
2794,Eduardo,Grão de Arroz,Ele comprou grão por grão,2006-11-18,1953-10-21,5,12,351.09,true
2638,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1973-04-22,1946-06-01,5,12,292.29,true
2882,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1903-10-25,1922-10-27,5,12,42.26,true
1690,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1902-11-01,2002-07-15,5,12,729.48,true
5042,Eduardo,Grão de Arroz,Ele comprou grão por grão,1967-04-01,1921-11-01,5,12,19.69,true
5002,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2007-04-25,1924-10-04,5,12,355.30,false
9829,Eduardo,Grão de Arroz,Ele comprou grão por grão,1904-06-24,1989-07-24,5,12,574.74,false
7912,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1957-10-04,1927-05-12,5,12,793.27,false
8101,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1993-03-28,1942-02-23,5,12,248.18,false
6851,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1954-09-08,1992-04-09,5,12,703.35,true
8089,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1989-01-15,1994-06-17,5,12,262.99,true
9654,Eduardo,Grão de Arroz,Ele comprou grão por grão,2014-09-12,2000-07-06,5,12,327.01,true
6065,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1963-07-01,1920-10-02,5,12,878.74,true
7914,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1956-03-19,2010-06-11,5,12,745.52,true
3489,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2003-07-03,1936-03-18,5,12,112.10,false
7374,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1921-11-01,1999-04-05,5,12,370.11,false
7092,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1908-08-04,1951-08-06,5,12,839.75,false
3017,Eduardo,Grão de Arroz,Ele comprou grão por grão,1945-11-08,1991-02-02,5,12,444.08,true
2116,Eduardo,Grão de Arroz,Ele comprou grão por grão,1966-08-08,1957-05-02,5,12,6.28,false
2937,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2004-03-11,1956-07-16,5,12,972.32,true
3705,Eduardo,Grão de Arroz,Ele comprou grão por grão,1911-01-04,2010-03-20,5,12,336.82,false
6117,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1947-05-05,1917-07-01,5,12,49.83,true
3150,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1987-09-14,1900-07-15,5,12,440.07,false
6631,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1944-06-17,1949-02-02,5,12,85.38,true
1656,Eduardo,Grão de Arroz,Ele comprou grão por grão,1994-02-18,1962-09-24,5,12,296.61,false
3477,Eduardo,Grão de Arroz,Ele comprou grão por grão,1969-07-02,1993-01-12,5,12,639.42,false
3946,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1956-07-19,1955-08-25,5,12,706.04,true
9845,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2007-01-21,1904-05-02,5,12,882.49,true
2297,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2018-07-05,2007-08-13,5,12,415.79,false
9656,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1968-10-02,1994-02-17,5,12,105.99,false
6653,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2002-01-20,1958-07-06,5,12,531.43,false
1653,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1920-11-04,1908-02-26,5,12,683.38,false
4253,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2004-09-20,1907-09-17,5,12,270.47,true
1071,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2019-11-24,2006-07-24,5,12,863.97,true
8664,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1976-09-04,1913-09-20,5,12,115.59,false
6376,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1946-06-02,1973-11-05,5,12,69.22,false
1242,Eduardo,Grão de Arroz,Ele comprou grão por grão,1911-03-10,1924-07-19,5,12,395.24,false
3910,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1971-11-24,1929-05-23,5,12,153.94,true
4741,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1993-10-21,1945-02-08,5,12,207.41,true
9329,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1951-07-06,1991-08-01,5,12,976.01,true
2940,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1970-08-05,1990-11-20,5,12,934.13,false
9960,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1912-03-15,1924-06-18,5,12,260.41,true
1342,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1998-03-22,1911-09-04,5,12,28.85,false
1865,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1932-09-25,1935-06-07,5,12,304.01,true
9839,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1948-03-13,1974-05-27,5,12,240.03,false
5979,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1955-11-19,2000-05-13,5,12,602.78,true
3341,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1954-01-02,1959-06-15,5,12,735.79,true
2953,Eduardo,Grão de Arroz,Ele comprou grão por grão,1937-08-22,2006-06-18,5,12,697.62,false
4677,Eduardo,Grão de Arroz,Ele comprou grão por grão,1952-02-09,1940-05-28,5,12,763.52,true
2696,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1956-09-23,1953-02-28,5,12,99.59,false
4129,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1938-03-25,1963-02-23,5,12,854.27,false
4464,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2006-02-28,1985-02-23,5,12,485.96,false
4445,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1991-09-03,2022-09-07,5,12,887.91,false
1098,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1915-09-14,1900-04-25,5,12,985.33,false
5109,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1966-08-22,1995-01-27,5,12,627.68,false
1766,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2016-07-02,1977-08-13,5,12,487.99,true
9461,Eduardo,Grão de Arroz,Ele comprou grão por grão,2005-09-15,1988-01-13,5,12,436.85,true
5390,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2017-10-01,1901-05-02,5,12,93.22,false
5593,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2002-01-13,2007-10-22,5,12,736.84,false
1160,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1954-08-20,1922-03-25,5,12,188.86,true
8088,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1939-05-14,1921-01-01,5,12,596.95,true
1569,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1986-08-25,1933-11-20,5,12,583.49,false
9496,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2019-03-20,1991-05-24,5,12,29.34,false
4008,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1901-03-18,2019-10-06,5,12,491.81,true
1681,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1968-06-17,1980-06-28,5,12,603.36,false
2101,Eduardo,Grão de Arroz,Ele comprou grão por grão,1923-03-07,1982-05-24,5,12,509.40,false
4259,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1994-07-24,1997-09-09,5,12,429.48,true
5932,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1925-02-02,1977-11-25,5,12,383.30,false
5841,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1975-05-23,1984-07-26,5,12,105.01,false
9126,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1925-03-24,1916-02-27,5,12,970.87,true
9005,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2016-07-07,1990-08-14,5,12,483.48,false
1880,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1942-10-05,2005-06-23,5,12,889.22,true
8886,Eduardo,Grão de Arroz,Ele comprou grão por grão,1946-05-01,1918-07-28,5,12,0.35,false
2038,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2006-06-24,1942-04-28,5,12,396.11,true
8139,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1947-07-17,1943-01-15,5,12,983.88,true
3199,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1993-02-20,1941-08-13,5,12,365.82,false
6423,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1957-06-21,1985-01-02,5,12,336.18,false
2235,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1955-09-07,1903-04-03,5,12,734.04,true
1933,Eduardo,Grão de Arroz,Ele comprou grão por grão,2000-03-23,1946-01-05,5,12,603.58,false
7956,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1971-08-02,2013-05-23,5,12,291.45,true
2085,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1945-06-22,1903-11-23,5,12,529.75,false
8919,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1955-04-18,1946-05-25,5,12,720.77,true
6142,Eduardo,Grão de Arroz,Ele comprou grão por grão,1929-09-18,1943-03-09,5,12,952.64,false
7485,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1965-08-02,1903-04-25,5,12,402.42,false
7654,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1996-03-27,2007-09-18,5,12,846.22,false
2247,Eduardo,Grão de Arroz,Ele comprou grão por grão,1934-08-04,1986-11-19,5,12,76.16,false
7483,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1907-04-16,1924-03-08,5,12,910.02,false
4962,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1937-04-16,1909-11-02,5,12,169.34,true
1096,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1911-06-08,1996-11-28,5,12,236.57,true
7921,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2019-08-26,1999-07-15,5,12,320.06,false
1206,Eduardo,Grão de Arroz,Ele comprou grão por grão,1992-03-18,1920-10-14,5,12,117.21,true
1990,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2000-08-12,1945-02-22,5,12,782.95,false
6000,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1993-09-25,2019-03-15,5,12,728.17,false
2065,Eduardo,Grão de Arroz,Ele comprou grão por grão,2015-03-13,2007-03-18,5,12,203.74,true
8637,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1971-08-11,1900-02-09,5,12,914.11,false
8881,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1977-11-12,1916-01-23,5,12,34.71,false
8428,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2018-06-18,1952-08-09,5,12,587.03,true
3027,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1908-07-20,1989-05-19,5,12,319.69,true
7634,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1978-02-28,1980-10-19,5,12,373.24,true
9786,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1957-09-05,1925-04-15,5,12,498.03,false
2149,Eduardo,Grão de Arroz,Ele comprou grão por grão,1947-08-18,1938-02-19,5,12,289.11,false
8899,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1942-09-14,1963-10-08,5,12,225.47,true
1725,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2015-09-17,1974-07-14,5,12,901.63,true
6236,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1953-09-02,1985-07-10,5,12,947.87,false
6988,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1955-07-08,2011-04-19,5,12,918.22,false
7901,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1966-08-11,1924-07-03,5,12,878.32,true
4789,Eduardo,Grão de Arroz,Ele comprou grão por grão,1969-09-01,1916-06-01,5,12,955.22,false
8065,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1993-11-11,1913-08-22,5,12,801.21,true
4012,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1937-08-08,1928-05-22,5,12,454.52,true
7270,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1996-02-08,1904-04-22,5,12,639.98,true
9472,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1918-03-12,1993-04-26,5,12,537.56,true
1704,Eduardo,Grão de Arroz,Ele comprou grão por grão,2015-05-17,1915-10-06,5,12,139.18,false
7569,Eduardo,Grão de Arroz,Ele comprou grão por grão,2017-09-22,2011-11-07,5,12,412.78,true
8027,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1980-04-01,2001-11-10,5,12,668.42,false
5061,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1929-11-01,1966-09-19,5,12,288.95,false
9302,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2018-03-28,1926-11-09,5,12,945.00,false
4125,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2021-11-04,1912-11-14,5,12,532.45,false
7248,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2003-02-21,2000-08-01,5,12,942.60,true
7954,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1968-05-08,1974-09-23,5,12,637.66,true
6654,Eduardo,Grão de Arroz,Ele comprou grão por grão,2022-05-22,1973-04-22,5,12,255.51,true
7861,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2007-02-27,2016-05-04,5,12,821.47,false
9339,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1945-07-01,2009-05-08,5,12,392.53,false
7464,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1959-05-04,2004-11-17,5,12,68.62,true
6456,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1909-03-21,1934-03-20,5,12,996.95,false
6900,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1956-03-06,1918-02-03,5,12,124.10,true
4558,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1994-01-02,1974-09-07,5,12,16.68,false
8033,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1920-05-04,2003-07-04,5,12,622.04,true
3466,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1983-10-16,1971-06-24,5,12,319.72,false
3093,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1919-03-22,1995-11-14,5,12,901.06,true
9360,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1945-06-22,1917-08-20,5,12,313.40,false
1737,Eduardo,Grão de Arroz,Ele comprou grão por grão,1960-09-24,1945-02-05,5,12,787.84,false
