ID,Nome,Titulo,Descricao,Data Inicial,Data Final,Parcelas Pagas,Parcelas,Valor,Status
6861,Eduardo,Grão de Arroz,Ele comprou grão por grão,2001-07-23,1920-08-19,5,12,923.40,false
5012,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1944-02-01,1948-08-15,5,12,1000.73,false
2287,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1968-05-24,1920-01-08,5,12,480.20,false
4606,Eduardo,Grão de Arroz,Ele comprou grão por grão,1932-03-18,2018-10-16,5,12,976.89,true
7935,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1969-10-23,1926-05-07,5,12,630.22,false
6339,Eduardo,Grão de Arroz,Ele comprou grão por grão,1958-02-06,1919-01-09,5,12,679.55,true
4455,Eduardo,Grão de Arroz,Ele comprou grão por grão,1927-07-11,1910-10-24,5,12,722.65,false
9246,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1955-01-08,1956-02-20,5,12,195.56,true
3764,Eduardo,Grão de Arroz,Ele comprou grão por grão,1956-08-08,2003-04-08,5,12,312.65,false
5078,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1964-01-15,1974-05-17,5,12,975.42,false
2744,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1913-10-10,2013-04-03,5,12,514.76,true
6163,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1962-04-02,1972-11-16,5,12,358.68,false
2272,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2020-01-27,1927-06-15,5,12,527.01,false
6526,Eduardo,Grão de Arroz,Ele comprou grão por grão,1937-07-06,2016-02-18,5,12,553.45,true
2530,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1902-09-19,2017-02-16,5,12,871.26,false
3638,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1907-08-21,2000-02-11,5,12,719.52,true
2500,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1951-09-18,1964-07-21,5,12,878.26,true
7512,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1924-06-24,1984-07-15,5,12,387.88,false
7091,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2007-07-17,1999-02-17,5,12,23.65,false
7310,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1977-02-06,1954-02-25,5,12,87.25,false
1277,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1941-05-01,2013-11-03,5,12,572.22,false
6810,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2005-03-07,1955-05-03,5,12,449.04,false
9591,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1940-03-25,1938-07-03,5,12,14.44,true
2743,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1997-11-20,1910-10-09,5,12,187.85,true
5421,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2009-08-22,1909-06-19,5,12,318.23,false
6780,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1978-03-02,1913-02-08,5,12,337.56,false
2589,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1976-02-26,1972-02-08,5,12,816.64,true
9243,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1943-07-23,2019-09-24,5,12,896.22,true
4747,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2015-05-03,1973-01-09,5,12,805.71,false
4837,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1963-06-18,1994-09-23,5,12,307.06,false
9478,Eduardo,Grão de Arroz,Ele comprou grão por grão,2006-10-26,1994-03-09,5,12,818.06,true
2438,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1970-05-16,1953-10-06,5,12,639.61,true
9833,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1963-02-01,1916-04-20,5,12,295.89,false
2150,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1998-10-27,1926-05-28,5,12,632.98,true
8061,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2002-02-01,1973-04-01,5,12,544.17,true
4182,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1949-07-25,1950-05-15,5,12,428.91,true
6709,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1928-05-03,1975-09-03,5,12,632.67,true
4423,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1947-10-14,1945-11-22,5,12,353.54,false
8650,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1997-04-20,1931-11-26,5,12,262.84,false
4067,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1955-11-16,1957-05-24,5,12,686.26,false
3444,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1965-11-14,1953-08-07,5,12,991.98,false
3897,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1985-01-19,2011-07-15,5,12,158.71,false
8780,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1910-09-11,1920-02-24,5,12,716.64,true
9867,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1914-07-26,1996-09-21,5,12,161.97,true
1127,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1911-02-18,1918-04-04,5,12,711.12,true
7424,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1942-01-07,2004-08-20,5,12,81.15,false
1578,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1954-01-24,1918-11-09,5,12,110.70,false
3807,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1969-06-02,1961-03-27,5,12,827.43,true
4464,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1942-07-24,1951-08-03,5,12,635.91,false
9380,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1950-04-23,1954-07-21,5,12,799.16,false
4120,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2005-04-12,1931-03-28,5,12,275.99,false
5530,Eduardo,Grão de Arroz,Ele comprou grão por grão,1948-07-21,1956-05-20,5,12,189.40,true
2030,Eduardo,Grão de Arroz,Ele comprou grão por grão,2004-10-18,1996-07-07,5,12,338.87,true
4141,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1905-06-06,1929-05-28,5,12,308.03,true
4032,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2000-04-05,1993-09-01,5,12,801.44,false
1868,Eduardo,Grão de Arroz,Ele comprou grão por grão,1996-10-19,1940-08-24,5,12,107.32,true
7297,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1905-06-04,1947-01-28,5,12,207.64,true
5860,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1938-06-16,1941-02-11,5,12,858.10,true
3528,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1978-09-12,1936-10-08,5,12,908.29,true
3763,Eduardo,Grão de Arroz,Ele comprou grão por grão,1999-02-02,2019-04-17,5,12,444.89,false
4694,Eduardo,Grão de Arroz,Ele comprou grão por grão,2013-02-18,1928-05-28,5,12,27.05,false
5870,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1975-06-06,1911-01-02,5,12,705.80,false
3523,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1903-10-27,1900-10-11,5,12,447.90,true
5564,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1956-04-23,1994-05-14,5,12,415.34,true
5609,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2005-04-18,1990-04-14,5,12,8.31,false
1701,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1993-09-11,1908-03-25,5,12,510.30,false
9120,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1983-02-03,1936-02-22,5,12,247.00,true
3202,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1938-05-11,1994-11-09,5,12,332.73,false
8127,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1918-09-09,2020-02-17,5,12,16.54,true
1924,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1930-02-01,1902-10-11,5,12,307.29,false
8564,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1901-03-18,1911-01-24,5,12,396.50,true
8483,Eduardo,Grão de Arroz,Ele comprou grão por grão,2019-10-09,1957-01-06,5,12,302.23,false
4064,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2017-05-12,1911-11-03,5,12,279.69,true
7940,Eduardo,Grão de Arroz,Ele comprou grão por grão,1948-01-07,1921-04-18,5,12,323.80,true
4751,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1936-01-03,1971-07-19,5,12,426.55,false
4977,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1913-05-10,1937-02-13,5,12,926.82,true
5808,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1980-02-10,1980-10-27,5,12,499.07,true
2214,Eduardo,Grão de Arroz,Ele comprou grão por grão,1995-09-09,1932-09-08,5,12,932.29,true
6373,Eduardo,Grão de Arroz,Ele comprou grão por grão,1916-07-25,1936-07-12,5,12,113.77,true
8898,Eduardo,Grão de Arroz,Ele comprou grão por grão,1900-07-17,2000-06-18,5,12,783.13,true
9112,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1970-08-02,1953-10-07,5,12,599.86,true
1316,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1931-07-27,1912-03-06,5,12,140.56,false
3939,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1997-11-26,2017-06-19,5,12,792.44,true
4647,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1905-04-16,1928-08-27,5,12,758.53,false
8047,Eduardo,Grão de Arroz,Ele comprou grão por grão,1914-05-27,1988-05-25,5,12,702.05,false
1297,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1928-01-06,1964-03-07,5,12,65.66,false
6638,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1996-08-24,1986-09-27,5,12,70.50,true
3183,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1953-05-09,1910-06-24,5,12,345.04,false
3920,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1932-06-15,1974-06-11,5,12,99.73,true
3797,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1956-06-16,1929-04-14,5,12,130.11,false
9682,Eduardo,Grão de Arroz,Ele comprou grão por grão,1998-06-03,2005-05-02,5,12,350.21,true
5812,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2005-07-21,1921-07-02,5,12,126.30,true
4738,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1956-10-04,1993-08-10,5,12,783.89,false
8505,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1949-05-14,1972-09-20,5,12,522.66,false
5606,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1905-11-21,2016-04-16,5,12,700.22,true
7820,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1943-08-27,1976-02-26,5,12,242.93,true
6297,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1908-01-28,1946-03-05,5,12,360.03,false
5337,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2000-10-27,1905-07-24,5,12,435.99,true
6114,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1912-03-17,1953-11-17,5,12,47.83,false
2171,Eduardo,Grão de Arroz,Ele comprou grão por grão,1966-08-08,2013-05-04,5,12,590.01,false
4163,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2012-01-21,1905-05-11,5,12,95.04,false
2769,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1962-06-03,1950-08-06,5,12,986.39,false
4432,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1979-01-16,1990-08-28,5,12,125.21,false
8536,Eduardo,Grão de Arroz,Ele comprou grão por grão,1953-03-23,2009-03-22,5,12,210.45,true
4541,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1920-08-04,1931-06-15,5,12,483.90,false
6223,Eduardo,Grão de Arroz,Ele comprou grão por grão,1950-09-06,2018-03-15,5,12,362.31,true
9597,Eduardo,Grão de Arroz,Ele comprou grão por grão,1920-02-13,1934-07-17,5,12,129.98,false
8157,Eduardo,Grão de Arroz,Ele comprou grão por grão,1966-01-08,1943-03-04,5,12,349.33,true
4987,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1926-06-26,1983-01-27,5,12,671.58,false
6066,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1955-08-05,1967-01-20,5,12,598.77,true
1607,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1931-08-15,1953-10-07,5,12,172.73,true
6533,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1971-03-05,1962-02-16,5,12,552.84,false
3683,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1983-06-14,1952-08-04,5,12,48.70,false
2014,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1922-06-13,1902-09-14,5,12,951.12,false
6806,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1973-02-07,1994-07-23,5,12,570.42,false
6612,Eduardo,Grão de Arroz,Ele comprou grão por grão,1974-01-09,2010-10-20,5,12,335.26,true
5038,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1975-09-03,1952-06-10,5,12,226.38,false
1408,Eduardo,Grão de Arroz,Ele comprou grão por grão,1963-11-13,1968-02-01,5,12,449.50,false
1358,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2019-05-25,1971-03-04,5,12,925.55,false
9396,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1915-07-08,1912-09-25,5,12,454.85,true
8685,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1912-03-02,1966-03-18,5,12,744.09,true
6638,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2010-09-23,1966-02-14,5,12,35.37,true
8696,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2018-09-26,1924-09-21,5,12,893.91,true
4786,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2021-04-11,2006-06-10,5,12,580.53,true
4054,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1987-06-20,1986-06-14,5,12,33.25,false
1824,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1990-04-02,2017-01-25,5,12,389.37,true
7571,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1931-09-24,1948-07-05,5,12,154.26,true
3975,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1985-04-20,1930-05-05,5,12,904.83,false
4474,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1933-07-10,1947-09-10,5,12,212.95,true
9890,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1963-08-25,1962-09-26,5,12,405.04,false
9207,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2009-09-28,1903-08-22,5,12,686.82,false
5382,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1904-05-25,1985-01-10,5,12,551.99,false
4340,Eduardo,Grão de Arroz,Ele comprou grão por grão,2017-01-12,1931-04-15,5,12,480.82,false
5983,Eduardo,Grão de Arroz,Ele comprou grão por grão,2005-10-24,2001-11-16,5,12,92.27,true
2463,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2004-02-15,1949-02-28,5,12,702.72,false
9171,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1959-03-23,1979-10-20,5,12,937.37,true
3764,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1959-08-05,1910-10-14,5,12,654.77,true
5360,Eduardo,Grão de Arroz,Ele comprou grão por grão,1928-02-22,1999-08-02,5,12,682.07,false
1418,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1906-01-21,1920-06-19,5,12,189.69,true
9376,Eduardo,Grão de Arroz,Ele comprou grão por grão,1926-01-10,1900-09-11,5,12,368.32,true
9103,Eduardo,Grão de Arroz,Ele comprou grão por grão,1912-07-21,2003-08-14,5,12,539.22,true
1097,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1921-08-20,1964-09-18,5,12,418.98,false
8125,Eduardo,Grão de Arroz,Ele comprou grão por grão,2010-11-14,1985-11-02,5,12,285.26,true
1568,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1909-07-21,2013-04-26,5,12,344.72,true
7458,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1953-11-27,1967-05-08,5,12,973.74,false
4110,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1991-01-01,1942-05-03,5,12,289.58,false
4353,Eduardo,Grão de Arroz,Ele comprou grão por grão,1951-11-07,2021-02-14,5,12,673.94,true
8781,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1904-06-25,1961-05-18,5,12,303.19,true
3721,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1901-01-20,1901-02-25,5,12,7.74,false
3150,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2018-02-14,1955-11-20,5,12,999.84,true
7448,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2000-11-17,2002-06-15,5,12,886.19,false
8018,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2015-07-14,1947-11-24,5,12,55.34,true
4435,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1917-03-26,1989-03-09,5,12,96.71,false
4567,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1927-04-16,1937-10-18,5,12,117.22,true
3075,Eduardo,Grão de Arroz,Ele comprou grão por grão,1912-05-24,1924-05-05,5,12,511.34,true
5400,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1946-02-07,1963-04-25,5,12,439.40,false
1156,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1910-08-07,1988-06-14,5,12,243.16,true
5990,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1905-11-17,1934-04-02,5,12,756.08,false
9710,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1936-02-14,1989-10-18,5,12,507.86,true
8480,Eduardo,Grão de Arroz,Ele comprou grão por grão,1958-07-05,1999-02-17,5,12,311.86,false
4876,Eduardo,Grão de Arroz,Ele comprou grão por grão,1944-09-09,1961-04-12,5,12,820.05,false
5538,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2001-10-06,1906-06-26,5,12,817.96,false
8098,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1923-07-06,1921-11-20,5,12,270.42,false
3749,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1926-05-21,1933-04-01,5,12,826.11,true
8953,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1965-11-05,1904-03-22,5,12,470.96,false
9719,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1950-05-23,1940-05-22,5,12,87.58,true
2546,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1964-05-25,2020-07-19,5,12,771.58,true
4124,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,2017-11-23,1943-04-24,5,12,167.78,false
9194,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1985-06-18,1940-05-28,5,12,751.12,true
3773,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,1992-04-28,1972-01-16,5,12,448.77,false
9289,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1970-03-17,2013-01-20,5,12,596.57,true
2431,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1960-11-23,1955-01-01,5,12,851.00,false
2435,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,1964-03-22,1982-10-18,5,12,364.60,false
7429,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1948-02-04,2006-09-03,5,12,367.62,false
4027,Eduardo,Grão de Arroz,Ele comprou grão por grão,1966-02-11,2020-07-27,5,12,798.83,false
7176,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1911-07-14,1997-02-23,5,12,602.47,true
8687,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1923-10-16,1922-06-14,5,12,926.61,true
8372,Eduardo,Grão de Arroz,Ele comprou grão por grão,1911-11-11,1914-01-17,5,12,475.37,false
5785,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1928-04-15,2003-07-06,5,12,6.91,false
3828,Eduardo,Grão de Arroz,Ele comprou grão por grão,1908-04-13,2006-04-15,5,12,160.34,true
6147,Huan Alter,Grão de Arroz,Ele comprou grão por grão,1991-06-05,1977-04-04,5,12,374.67,true
4945,Eduardo,Grão de Arroz,Ele comprou grão por grão,1911-07-04,2005-04-11,5,12,877.18,true
1444,Ana Luiza,Grão de Arroz,Ele comprou grão por grão,1959-10-03,1955-05-19,5,12,578.89,true
9720,Huan Alter,Grão de Arroz,Ele comprou grão por grão,2019-11-05,1910-08-03,5,12,964.64,true
3199,Eduardo,Grão de Arroz,Ele comprou grão por grão,2009-07-13,1907-03-21,5,12,75.53,false
5051,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2011-11-21,1919-08-18,5,12,763.91,false
1725,Huan Zerton,Grão de Arroz,Ele comprou grão por grão,2004-07-05,1953-06-09,5,12,726.81,false
8793,Eduardo Almeida,Grão de Arroz,Ele comprou grão por grão,2008-09-25,1991-09-18,5,12,932.10,false
